user_id,workout_id,rating
user_39,415,7.2
user_39,177,7.8
user_39,1707,8.8
user_39,2149,5.8
user_39,2337,8.3
user_39,758,7.1
user_39,353,9.9
user_40,1702,6.6
user_40,2373,7.0
user_40,2652,7.8
user_40,1727,5.9
user_40,2831,7.8
user_40,1149,7.0
user_40,581,7.2
user_40,2174,6.5
user_40,110,7.1
user_40,1306,5.9
user_40,2071,8.6
user_40,1571,7.4
user_40,635,6.9
user_40,1168,6.2
user_40,2906,6.0
user_40,988,5.5
user_40,1141,7.8
user_40,216,7.2
user_40,246,8.5
user_40,815,8.3
user_40,1163,6.1
user_40,2724,6.8
user_40,1484,6.6
user_40,2878,6.4
user_40,2051,7.6
user_40,196,7.7
user_40,1623,8.3
user_40,2033,5.9
user_40,2893,6.3
user_40,594,7.2
user_41,248,6.5
user_41,771,7.0
user_41,2504,7.3
user_41,575,8.3
user_41,1737,7.7
user_41,1206,7.8
user_41,1426,7.0
user_41,1672,5.7
user_41,2608,7.8
user_41,2916,6.8
user_41,475,6.7
user_41,611,6.4
user_41,2475,6.4
user_41,2819,7.4
user_41,640,8.5
user_41,82,7.0
user_41,2069,7.2
user_41,957,6.3
user_41,2185,6.0
user_41,1519,8.4
user_41,89,7.2
user_41,1644,6.6
user_41,1996,7.2
user_41,1001,8.6
user_41,1438,8.2
user_41,323,8.7
user_41,734,6.7
user_41,2125,4.9
user_41,1447,8.1
user_41,2055,6.0
user_42,2473,5.4
user_42,2667,4.6
user_42,2836,6.0
user_42,2855,6.7
user_42,600,5.6
user_42,1158,4.7
user_42,218,3.6
user_42,738,7.4
user_42,2041,5.8
user_42,2625,7.3
user_42,1682,6.9
user_42,893,5.4
user_42,1614,5.0
user_42,1759,6.6
user_42,769,6.7
user_42,1006,6.9
user_42,2897,7.9
user_42,1130,5.3
user_42,797,7.4
user_42,2816,7.2
user_42,1392,5.3
user_42,605,6.3
user_42,1531,5.9
user_42,924,6.2
user_42,1490,7.3
user_42,2761,5.7
user_42,1264,5.7
user_42,72,6.5
user_42,1050,4.0
user_42,1679,5.4
user_43,938,7.4
user_43,6,7.8
user_43,1124,8.1
user_43,131,6.7
user_43,1715,7.7
user_43,2670,6.8
user_43,1389,8.5
user_43,1685,7.0
user_43,657,8.1
user_43,1780,7.8
user_43,2623,8.8
user_43,2460,8.2
user_43,2631,6.9
user_43,2326,9.1
user_43,2391,9.2
user_43,1047,7.1
user_43,864,8.3
user_43,1659,6.3
user_43,1843,8.1
user_43,2827,7.4
user_43,2602,7.4
user_43,2037,8.0
user_43,506,9.1
user_43,1958,8.8
user_43,2833,9.0
user_43,834,8.1
user_43,972,8.9
user_43,2382,7.3
user_43,667,4.8
user_43,2030,7.2
user_44,173,5.9
user_44,1363,5.6
user_44,225,5.7
user_44,786,7.0
user_44,1293,6.2
user_44,412,5.9
user_44,1569,5.5
user_44,2332,7.4
user_44,2345,6.8
user_44,1368,7.1
user_44,2696,5.6
user_44,1006,6.2
user_44,1025,5.2
user_44,637,5.7
user_44,1648,6.4
user_44,2567,6.2
user_44,1359,6.5
user_44,2728,5.6
user_44,2441,7.1
user_44,2065,7.4
user_44,898,7.4
user_44,1911,7.4
